"Time","ph","Pi"
9.29429429,6.30421395924239,20.8922507645203
9.30930931,6.30372468064459,20.9097672457184
9.32432432,6.30323673362509,20.9272883049569
9.33933934,6.30275011456297,20.94481391052
9.35435435,6.3022648198471,20.962344030666
9.36936937,6.30178084587619,20.9798786336272
9.38438438,6.30129818905871,20.99741768761
9.3993994,6.30081684581293,21.0149611607953
9.41441441,6.3003368125668,21.0325090213379
9.42942943,6.29985808575802,21.050061237367
9.44444444,6.29938066183394,21.0676177769862
9.45945946,6.29890453725156,21.0851786082732
9.47447447,6.29842970847754,21.1027436992804
9.48948949,6.2979561719881,21.1203130180345
